video,file,label,original,frame,fold
vpsngiunec,250_0.png,1,ljuuovfkgi,250,3
rnfvcslcmf,0_0.png,1,vtunvalyji,0,2
fckxaqjbxk,220_0.png,1,vpmyeepbep,220,2
nxzpmygaut,30_0.png,1,psjfwjzrrh,30,1
fbgfjwjrzl,100_0.png,1,heiyoojifp,100,3
urvzpbswoh,90_0.png,1,rnpefxwptv,90,1
ibjomudxdp,120_0.png,1,upmgtackuf,120,1
hefisnapds,70_0.png,1,vpmyeepbep,70,2
mzwfaambxx,70_0.png,1,wynotylpnm,70,2
sgyztejbsh,160_0.png,1,fdpisghkmd,160,1
bpguesjrfa,170_0.png,1,wynotylpnm,170,2
cvdrzlkwdf,70_0.png,1,uqtqhiqymz,70,3
qloyrbpobv,90_0.png,1,vpmyeepbep,90,2
axzjovaktp,120_0.png,1,lokzwdldxp,120,1
rfpjsloxzg,30_0.png,1,dxfdovivlw,30,3
qrxgkksxfu,90_0.png,1,syxobtuucp,90,0
mnqxygpnmf,170_0.png,1,vtunvalyji,170,2
yimqkeekjm,240_0.png,1,fopjiyxiqd,240,3
oxwglsatdl,20_0.png,1,psjfwjzrrh,20,1
fzkzqwoghs,10_0.png,1,qyqufaskjs,10,0
roqbnlondz,90_0.png,1,fzvpbrzssi,90,2
gwsmeakcic,270_0.png,1,ldtgofdaqg,270,0
pvlbqbyxxi,100_0.png,1,knxltsvzyu,100,0
yzjzczodyz,140_0.png,1,jawgcggquk,140,0
xartlyjtjw,140_0.png,1,qarqtkvgby,140,3
apedduehoy,20_0.png,0,apedduehoy,20,0
mcllgspbtl,10_0.png,1,nrnklcxdzq,10,1
vpmyeepbep,110_0.png,0,vpmyeepbep,110,2
uqqivuldlu,170_0.png,1,doniqevxeg,170,3
ycpuhmcdom,200_0.png,1,wynotylpnm,200,2
omfsuzvgxn,0_0.png,1,prdrkaxeob,0,2
nrnklcxdzq,280_0.png,0,nrnklcxdzq,280,1
bzxauvpscl,90_0.png,1,vmxfwxgdei,90,1
zbmsvslybw,210_0.png,1,khtwrijuqn,210,0
ryccazlbju,130_0.png,1,heiyoojifp,130,3
sochqsfsow,160_0.png,1,fnslimfagb,160,3
hsxrmrcaqh,170_0.png,1,upmgtackuf,170,1
yncjoacwmk,200_0.png,1,fnslimfagb,200,3
lmpfbmeade,70_0.png,1,psjfwjzrrh,70,1
doiljuhamq,20_0.png,1,onbgbghesu,20,2
zwgrutmnsn,250_0.png,1,dpevefkefv,250,1
sfbnrbvbpn,160_0.png,1,wynotylpnm,160,2
poxhzrfhha,150_0.png,1,rnpefxwptv,150,1
kiswvzlayw,20_0.png,1,qyqufaskjs,20,0
wdyzqwntoe,180_0.png,1,wynotylpnm,180,2
qarqtkvgby,100_0.png,0,qarqtkvgby,100,3
zmndlwmybr,90_0.png,1,uprwuohbwx,90,2
owxbbpjpch,210_0.png,1,wynotylpnm,210,2
fopjiyxiqd,230_0.png,0,fopjiyxiqd,230,3
eyyigsrqff,0_0.png,1,psjfwjzrrh,0,1
eisofhptvk,220_0.png,1,nweufafotd,220,3
hwtupajxgl,200_0.png,1,lsmnqsnqld,200,2
biatmogsbv,100_0.png,1,uprwuohbwx,100,2
yckyxxeqtd,110_0.png,1,gnmmhlbzge,110,3
rfpjsloxzg,10_0.png,1,dxfdovivlw,10,3
buzdtxdyid,200_0.png,1,jawgcggquk,200,0
xjzkfqddyk,190_0.png,0,xjzkfqddyk,190,3
fswszwicfw,180_0.png,1,vtunvalyji,180,2
slayysqett,160_0.png,1,gnmmhlbzge,160,3
ijehzkozkp,70_0.png,1,didzujjhtg,70,2
yxvmusxvcz,50_0.png,0,yxvmusxvcz,50,0
yfxtuimubx,180_0.png,1,wfzjxzhdkj,180,1
qrogkembje,140_0.png,1,exseruhiuk,140,0
gyosvoeamf,260_0.png,1,xdezcezszc,260,3
eisofhptvk,210_0.png,1,nweufafotd,210,3
xbokoalmlv,260_0.png,1,uprwuohbwx,260,2
nxbmkntfzt,110_0.png,1,rmufsuogzn,110,0
zwgrutmnsn,280_0.png,1,dpevefkefv,280,1
gudedkpnie,10_0.png,1,upmgtackuf,10,1
kdiokpezzi,280_0.png,1,jytrvwlewz,280,1
fhzdtfiqrh,230_0.png,1,wynotylpnm,230,2
ltqghwybkf,60_0.png,1,exseruhiuk,60,0
vrgubwmtyo,240_0.png,1,gnmmhlbzge,240,3
ryccazlbju,210_0.png,1,heiyoojifp,210,3
hfeacozznh,130_0.png,1,syxobtuucp,130,0
hbdvyzpqny,80_0.png,1,lsmnqsnqld,80,2
fdqafjiqtn,170_0.png,1,jytrvwlewz,170,1
ebzsqgfpgh,10_0.png,1,fnslimfagb,10,3
getmctvhmd,280_0.png,1,apedduehoy,280,0
zrplhkcesw,250_0.png,1,fnslimfagb,250,3
urvzpbswoh,210_0.png,1,rnpefxwptv,210,1
nwvloufjty,120_0.png,1,ljuuovfkgi,120,3
dtfyluocuh,280_0.png,1,xjzkfqddyk,280,3
iafvzgpbix,230_0.png,1,lzbmwwejxb,230,3
lncevtcwya,160_0.png,1,kqlvggiqee,160,3
fokjbuazgr,230_0.png,1,uqtqhiqymz,230,3
uhgxwxlait,280_0.png,1,wcqvzujamg,280,2
dzpokpqpxr,220_0.png,1,kqlvggiqee,220,3
frqhofmoob,130_0.png,1,ljuuovfkgi,130,3
hvlqewtbbf,30_0.png,1,rmufsuogzn,30,0
yncjoacwmk,110_0.png,1,fnslimfagb,110,3
lwjrmxvvag,40_0.png,1,prdrkaxeob,40,2
wnlubukrki,0_0.png,1,uprwuohbwx,0,2
ernfzaruwz,110_0.png,1,exseruhiuk,110,0
opvqdabdap,20_0.png,1,yljecirelf,20,0
jdkvgcjxje,210_0.png,1,jawgcggquk,210,0
titungrbgd,270_0.png,1,srfefmyjvt,270,0
buzdtxdyid,0_0.png,1,jawgcggquk,0,0
fbxpssbrqp,120_0.png,1,lsmnqsnqld,120,2
mpivbgsohk,230_0.png,1,qyqufaskjs,230,0
xugmhbetrw,130_0.png,0,xugmhbetrw,130,0
mqmgqlbzct,80_0.png,1,jawgcggquk,80,0
opsjddoxui,40_0.png,1,qarqtkvgby,40,3
bqvhlqlrba,110_0.png,1,vpmyeepbep,110,2
pgzduygsyr,220_0.png,1,eppyqpgewp,220,2
gmctmgmyob,150_0.png,1,uprwuohbwx,150,2
vnnohpqhjq,50_0.png,1,doniqevxeg,50,3
oxthhmwxnz,280_0.png,1,fdpisghkmd,280,1
zyjmvauuzw,60_0.png,1,vpmyeepbep,60,2
zrplhkcesw,240_0.png,1,fnslimfagb,240,3
cemftmsxis,290_0.png,1,jawgcggquk,290,0
hasjjkoygr,130_0.png,1,fopjiyxiqd,130,3
psjfwjzrrh,40_0.png,0,psjfwjzrrh,40,1
qweikxnvyq,0_0.png,1,fdpisghkmd,0,1
qcsuzqqohv,160_0.png,1,kqlvggiqee,160,3
ygfoblbxcx,10_0.png,1,dpevefkefv,10,1
zbmsvslybw,150_0.png,1,khtwrijuqn,150,0
apzckowxpy,80_0.png,1,vmxfwxgdei,80,1
fjafyicjlw,160_0.png,1,upmgtackuf,160,1
mywukrvlwr,110_0.png,1,gnmmhlbzge,110,3
sochqsfsow,40_0.png,1,fnslimfagb,40,3
vhqnsjfnsl,90_0.png,1,pqdeutauqc,90,3
dtfyluocuh,270_0.png,1,xjzkfqddyk,270,3
cvmcvcqpgn,200_0.png,1,vpmyeepbep,200,2
iyswglziib,210_0.png,1,fnslimfagb,210,3
ilflslfgbn,250_0.png,1,ucthmsajay,250,0
ajeegjgyzk,270_0.png,1,ljuuovfkgi,270,3
vmxfwxgdei,70_0.png,0,vmxfwxgdei,70,1
hdgfgvcoqk,260_0.png,1,prdrkaxeob,260,2
jvtjxreizj,230_1.png,0,jvtjxreizj,230,2
horutnradk,170_0.png,1,uprwuohbwx,170,2
nslhmkeicc,90_0.png,1,qarqtkvgby,90,3
ijehzkozkp,150_0.png,1,didzujjhtg,150,2
wvjtrmduky,200_0.png,1,xchzardbfa,200,1
lncevtcwya,140_0.png,1,kqlvggiqee,140,3
fzvpbrzssi,280_0.png,0,fzvpbrzssi,280,2
xnmnhtwtex,200_0.png,1,vpmyeepbep,200,2
itwvssoevj,190_0.png,1,prmwoaeeng,190,2
lncevtcwya,250_0.png,1,kqlvggiqee,250,3
hyjqolupxn,30_0.png,1,qarqtkvgby,30,3
vjfjniqnxx,290_0.png,1,ldtgofdaqg,290,0
uqqivuldlu,190_0.png,1,doniqevxeg,190,3
dxfdovivlw,250_0.png,0,dxfdovivlw,250,3
dtwzjhoizi,70_0.png,1,gnmmhlbzge,70,3
vurjckblge,0_0.png,1,jytrvwlewz,0,1
xartlyjtjw,150_0.png,1,qarqtkvgby,150,3
lzbmwwejxb,130_0.png,0,lzbmwwejxb,130,3
vpwnqqtgdd,130_0.png,1,hsbwhlolsn,130,1
xjidmljhxe,140_0.png,1,exseruhiuk,140,0
goyrhrvden,240_0.png,1,fnslimfagb,240,3
cbzxykepbl,220_0.png,1,fnslimfagb,220,3
vlplaxowmp,80_0.png,1,prdrkaxeob,80,2
vqvmlwhabu,230_0.png,1,psjfwjzrrh,230,1
scxgpnknil,60_0.png,1,yxvmusxvcz,60,0
oamtblkzpt,40_0.png,1,dpevefkefv,40,1
asdzplbhnm,60_0.png,1,dxfdovivlw,60,3
uikpmbsozb,30_0.png,1,xugmhbetrw,30,0
tpvukvpape,90_0.png,1,xdezcezszc,90,3
vmwcynlwee,60_0.png,1,uqtqhiqymz,60,3
cqpdqjzgcs,160_0.png,1,xdezcezszc,160,3
lgkakqesov,270_0.png,1,yexeazbqig,270,0
lrjxcwrzls,210_0.png,1,prmwoaeeng,210,2
bqamrsyvnf,130_0.png,1,jytrvwlewz,130,1
eqakbrnwmd,210_0.png,1,fdpisghkmd,210,1
hgjdosshpt,160_0.png,1,syxobtuucp,160,0
uwzlafwdra,110_0.png,1,vtunvalyji,110,2
nxbmkntfzt,250_0.png,1,rmufsuogzn,250,0
vmdpfyfkwi,130_0.png,1,lnjkpdviqb,130,1
hsxrmrcaqh,80_0.png,1,upmgtackuf,80,1
eyyigsrqff,250_0.png,1,psjfwjzrrh,250,1
ojayvjcdna,40_0.png,1,fdpisghkmd,40,1
omfsuzvgxn,200_0.png,1,prdrkaxeob,200,2
lnhkjhyhvw,130_0.png,0,lnhkjhyhvw,130,0
yotyalfqqv,30_0.png,1,knxltsvzyu,30,0
ngvcqxjhyb,200_0.png,0,ngvcqxjhyb,200,2
mpivbgsohk,0_0.png,1,qyqufaskjs,0,0
yxvmusxvcz,90_0.png,0,yxvmusxvcz,90,0
omrtielsni,180_0.png,1,fsaronfupy,180,3
hasjjkoygr,0_0.png,1,fopjiyxiqd,0,3
uuexerjsmk,150_0.png,1,jawgcggquk,150,0
tkyrsegtdw,190_0.png,1,jytrvwlewz,190,1
mzxtrdcccw,0_0.png,1,gnmmhlbzge,0,3
qjsroipniu,60_0.png,1,apvzjkvnwn,60,0
xbdqbydiwc,60_0.png,1,wcqvzujamg,60,2
rpnetwqgqz,180_0.png,1,uqtqhiqymz,180,3
wrzuyvgcog,20_0.png,1,srfefmyjvt,20,0
apedduehoy,190_0.png,0,apedduehoy,190,0
fpcncmwzxf,80_0.png,1,fopjiyxiqd,80,3
rmuxlgsedw,200_0.png,0,rmuxlgsedw,200,2
tnougkhbju,230_0.png,1,fopjiyxiqd,230,3
tmjcigspif,230_0.png,1,srfefmyjvt,230,0
xjfvhfyunl,0_0.png,1,jawgcggquk,0,0
cqhwesrciw,10_0.png,1,fopjiyxiqd,10,3
mfgswvvnba,140_0.png,1,fnslimfagb,140,3
gmaghrdamw,140_0.png,1,nrnklcxdzq,140,1
hbdvyzpqny,200_0.png,1,lsmnqsnqld,200,2
wtcvgvuqzd,200_0.png,1,uprwuohbwx,200,2
guqayoypew,150_0.png,1,vpmyeepbep,150,2
qowkhqmzam,50_0.png,1,dxfdovivlw,50,3
kstmekinaw,110_0.png,1,pqdeutauqc,110,3
wtcvgvuqzd,130_0.png,1,uprwuohbwx,130,2
qjsroipniu,100_0.png,1,apvzjkvnwn,100,0
hvqfhieetb,130_0.png,1,jawgcggquk,130,0
ywzumxqcsf,280_0.png,1,qarqtkvgby,280,3
osmnegfehr,200_0.png,1,qyqufaskjs,200,0
uozecebzki,220_0.png,1,fnslimfagb,220,3
hitfycdavv,150_0.png,1,qyqufaskjs,150,0
awigxxbbpb,120_0.png,1,dxfdovivlw,120,3
lrdnmalbhr,90_0.png,1,fsaronfupy,90,3
fxredodlkl,170_0.png,1,wynotylpnm,170,2
vzcldbilmd,60_0.png,1,yexeazbqig,60,0
jgdzqmqalr,40_0.png,1,ngvcqxjhyb,40,2
ysxtcdphlj,30_0.png,1,dxfdovivlw,30,3
temjefwaas,290_0.png,1,hsbwhlolsn,290,1
awfjdqqygu,130_0.png,1,vpmyeepbep,130,2
fgbopxbkam,80_0.png,1,uprwuohbwx,80,2
ernfzaruwz,250_0.png,1,exseruhiuk,250,0
ccrrlidqnp,130_0.png,1,xugmhbetrw,130,0
vpmyeepbep,240_0.png,0,vpmyeepbep,240,2
uprwuohbwx,0_0.png,0,uprwuohbwx,0,2
kafmsctues,160_0.png,1,jawgcggquk,160,0
wfzjxzhdkj,110_0.png,0,wfzjxzhdkj,110,1
khtwrijuqn,130_1.png,0,khtwrijuqn,130,0
qnlyrlrnmn,140_0.png,1,fsaronfupy,140,3
srfefmyjvt,250_0.png,0,srfefmyjvt,250,0
swsaoktwgi,260_0.png,1,prmwoaeeng,260,2
qsyahidemw,160_0.png,1,fsaronfupy,160,3
lptoozyjas,30_0.png,1,xjzkfqddyk,30,3
xdezcezszc,250_0.png,0,xdezcezszc,250,3
hqxfenmiis,140_0.png,1,rnpefxwptv,140,1
syxobtuucp,80_0.png,0,syxobtuucp,80,0
vzocjdjdcg,40_0.png,1,dxfdovivlw,40,3
cvdrzlkwdf,140_0.png,1,uqtqhiqymz,140,3
yxvmusxvcz,80_0.png,0,yxvmusxvcz,80,0
axzjovaktp,180_0.png,1,lokzwdldxp,180,1
opvqdabdap,170_0.png,1,yljecirelf,170,0
doniqevxeg,60_0.png,0,doniqevxeg,60,3
tvhjcfnqtg,240_0.png,1,fdpisghkmd,240,1
amluexcfvi,50_0.png,1,uprwuohbwx,50,2
uuexerjsmk,170_0.png,1,jawgcggquk,170,0
ndrnxgzlmn,160_0.png,1,knxltsvzyu,160,0
pzdfwdnmyx,40_0.png,1,lsmnqsnqld,40,2
fzvpbrzssi,240_0.png,0,fzvpbrzssi,240,2
kkxgqvpusd,240_0.png,1,ldtgofdaqg,240,0
srfefmyjvt,280_0.png,0,srfefmyjvt,280,0
noavesktql,170_0.png,1,wynotylpnm,170,2
vpsngiunec,260_0.png,1,ljuuovfkgi,260,3
vpwnqqtgdd,90_0.png,1,hsbwhlolsn,90,1
oaruliortd,50_0.png,1,qarqtkvgby,50,3
komngcqveq,270_0.png,1,kqlvggiqee,270,3
hcqxrwzgxt,80_0.png,1,doniqevxeg,80,3
kiswvzlayw,240_0.png,1,qyqufaskjs,240,0
opsjddoxui,290_0.png,1,qarqtkvgby,290,3
bwlxucgxro,90_0.png,1,srfefmyjvt,90,0
dtjcyzgdts,230_0.png,1,wcqvzujamg,230,2
wpvnnqoqvc,20_0.png,1,srfefmyjvt,20,0
mqmgqlbzct,260_0.png,1,jawgcggquk,260,0
yexeazbqig,30_0.png,0,yexeazbqig,30,0
temjefwaas,250_0.png,1,hsbwhlolsn,250,1
moerpiyczb,20_0.png,1,qarqtkvgby,20,3
onknhowfqb,210_0.png,1,exxqlfpnbz,210,2
bwsytelwkm,220_0.png,1,fsaronfupy,220,3
rdkqpgajlg,70_0.png,1,exxqlfpnbz,70,2
jkxjvuioek,200_0.png,1,wfzjxzhdkj,200,1
zjcpgizmgd,100_0.png,1,pqdeutauqc,100,3
gmctmgmyob,90_0.png,1,uprwuohbwx,90,2
gwzfugbidx,140_0.png,1,nweufafotd,140,3
tafsqvrhuv,40_0.png,1,knxltsvzyu,40,0
uqtqhiqymz,240_0.png,0,uqtqhiqymz,240,3
hurcutcxpb,190_0.png,1,fopjiyxiqd,190,3
ngvcqxjhyb,10_0.png,0,ngvcqxjhyb,10,2
uyhqrokmfe,150_0.png,1,gvasarkpfh,150,0
xvzjzkrmlm,120_0.png,1,wynotylpnm,120,2
rpxnyljmsf,250_0.png,1,nweufafotd,250,3
gxzdueambi,240_0.png,1,fsaronfupy,240,3
fahrejqccb,40_0.png,1,knxltsvzyu,40,0
nokldtllhe,190_0.png,1,rmufsuogzn,190,0
lbsltufgrh,260_0.png,1,prdrkaxeob,260,2
ngyoubuxyf,30_0.png,1,fnslimfagb,30,3
ewknjjmzqb,220_0.png,1,jawgcggquk,220,0
ehfmarmsvo,180_0.png,1,jawgcggquk,180,0
ygngdbjmox,80_0.png,1,fdpisghkmd,80,1
fbgfjwjrzl,0_0.png,1,heiyoojifp,0,3
oyqgwjdwaj,10_0.png,1,fopjiyxiqd,10,3
kadzgvxsii,240_0.png,1,lzbmwwejxb,240,3
lbuwogzooa,80_0.png,1,jawgcggquk,80,0
gecrjewspu,250_0.png,1,didzujjhtg,250,2
swsaoktwgi,290_0.png,1,prmwoaeeng,290,2
uikpmbsozb,210_0.png,1,xugmhbetrw,210,0
yncjoacwmk,270_0.png,1,fnslimfagb,270,3
gzkggvloao,60_0.png,1,jawgcggquk,60,0
qjzzeyijyv,110_0.png,1,yxvmusxvcz,110,0
xcmrhxjhfr,100_0.png,1,qarqtkvgby,100,3
gtdjfweoyr,100_0.png,1,gnmmhlbzge,100,3
fpcncmwzxf,280_0.png,1,fopjiyxiqd,280,3
gwzfugbidx,160_0.png,1,nweufafotd,160,3
nslhmkeicc,240_0.png,1,qarqtkvgby,240,3
prcndkhjfm,10_0.png,1,kqlvggiqee,10,3
wsxxdlhnhh,210_0.png,1,xmkwsnuzyq,210,2
phjlaexgcl,0_0.png,1,wynotylpnm,0,2
voawxrmqyl,80_0.png,1,hsbwhlolsn,80,1
ybjbxrpmod,220_0.png,1,wfzjxzhdkj,220,1
scxgpnknil,210_0.png,1,yxvmusxvcz,210,0
eneofiltbk,220_0.png,1,wfzjxzhdkj,220,1
brpkkgdggv,120_0.png,1,uprwuohbwx,120,2
awnfpubqmo,240_0.png,1,lnhkjhyhvw,240,0
awfjdqqygu,160_0.png,1,vpmyeepbep,160,2
bzyawroeif,70_0.png,1,syxobtuucp,70,0
uoantcwpwm,110_0.png,1,knxltsvzyu,110,0
rujcwrjwhf,140_0.png,1,fdpisghkmd,140,1
xlhxkekacj,60_0.png,1,fopjiyxiqd,60,3
uuexerjsmk,120_0.png,1,jawgcggquk,120,0
awfjdqqygu,20_0.png,1,vpmyeepbep,20,2
tkvhbpjuvd,30_0.png,1,vpmyeepbep,30,2
msfhpjlxya,50_0.png,1,qyqufaskjs,50,0
dpevefkefv,30_0.png,0,dpevefkefv,30,1
lrpjtzwsdt,270_0.png,1,fsaronfupy,270,3
ysxtcdphlj,140_0.png,1,dxfdovivlw,140,3
yzjzczodyz,230_0.png,1,jawgcggquk,230,0
cdcdoqbdmi,60_0.png,1,fdpisghkmd,60,1
yzrngdribf,140_0.png,1,xdezcezszc,140,3
ktrleojxlf,70_0.png,1,kqlvggiqee,70,3
gujnhuvarb,220_0.png,1,nweufafotd,220,3
zpbggelffo,20_0.png,1,eppyqpgewp,20,2
xcruhaccxc,140_0.png,0,xcruhaccxc,140,1
ewknjjmzqb,120_0.png,1,jawgcggquk,120,0
ltqghwybkf,120_0.png,1,exseruhiuk,120,0
tptalpxwlv,100_0.png,1,wynotylpnm,100,2
xrtvtthfec,160_0.png,1,uprwuohbwx,160,2
uklvqsnxgv,110_0.png,1,onbgbghesu,110,2
eppmwpntfi,270_0.png,1,dxfdovivlw,270,3
kihrpdtbwy,0_0.png,1,wynotylpnm,0,2
slayysqett,10_0.png,1,gnmmhlbzge,10,3
nxbmkntfzt,190_0.png,1,rmufsuogzn,190,0
fgbopxbkam,210_0.png,1,uprwuohbwx,210,2
yuephcvqzq,100_0.png,1,knxltsvzyu,100,0
qhmkklxqlw,90_0.png,1,jytrvwlewz,90,1
hbdvyzpqny,40_0.png,1,lsmnqsnqld,40,2
iimnvjpgoy,30_0.png,1,fdpisghkmd,30,1
zyjmvauuzw,10_0.png,1,vpmyeepbep,10,2
axfhbpkdlc,140_0.png,1,lzbmwwejxb,140,3
lnhkjhyhvw,220_0.png,0,lnhkjhyhvw,220,0
lzbmwwejxb,220_0.png,0,lzbmwwejxb,220,3
gbgtzspdnv,150_0.png,1,nweufafotd,150,3
xnztznqlis,230_0.png,1,gnmmhlbzge,230,3
lokzwdldxp,110_0.png,0,lokzwdldxp,110,1
fdqafjiqtn,280_0.png,1,jytrvwlewz,280,1
hasjjkoygr,280_0.png,1,fopjiyxiqd,280,3
pbvgwcwzkg,120_0.png,1,uprwuohbwx,120,2
bzyawroeif,270_0.png,1,syxobtuucp,270,0
omizcfnsic,40_0.png,1,vpmyeepbep,40,2
gkqitjodaa,180_0.png,1,psjfwjzrrh,180,1
mnqxygpnmf,130_0.png,1,vtunvalyji,130,2
mauhkjfaww,30_0.png,1,psjfwjzrrh,30,1
fdpisghkmd,100_0.png,0,fdpisghkmd,100,1
bytfrsxnwi,110_0.png,1,uprwuohbwx,110,2
fhtmnfeqft,180_0.png,1,fnslimfagb,180,3
ushjtzfvyn,90_0.png,1,dpevefkefv,90,1
gfcycflhbo,140_0.png,1,wcqvzujamg,140,2
ajeegjgyzk,160_0.png,1,ljuuovfkgi,160,3
sdzzzxteas,250_0.png,1,dxfdovivlw,250,3
ijehzkozkp,180_0.png,1,didzujjhtg,180,2
uotkopqsnc,200_0.png,1,xjzkfqddyk,200,3
onbgbghesu,220_0.png,0,onbgbghesu,220,2
ndrnxgzlmn,150_0.png,1,knxltsvzyu,150,0
gilzdnbpep,290_0.png,1,prdrkaxeob,290,2
hqxfenmiis,100_0.png,1,rnpefxwptv,100,1
pdouadxxba,260_0.png,1,prmwoaeeng,260,2
qjwomijmcb,190_0.png,1,kqlvggiqee,190,3
uyhqrokmfe,260_0.png,1,gvasarkpfh,260,0
yptchajnvb,130_0.png,1,xcruhaccxc,130,1
ktrleojxlf,140_0.png,1,kqlvggiqee,140,3
hnalkvbcim,180_0.png,1,fzvpbrzssi,180,2
yexeazbqig,50_0.png,0,yexeazbqig,50,0
omfsuzvgxn,210_0.png,1,prdrkaxeob,210,2
vurjckblge,260_0.png,1,jytrvwlewz,260,1
lblzsydwit,20_0.png,1,rmuxlgsedw,20,2
surcmsyrlz,130_0.png,1,fnslimfagb,130,3
mdihiuwzea,200_0.png,1,nweufafotd,200,3
ycpuhmcdom,60_0.png,1,wynotylpnm,60,2
rtpbawlmxr,280_0.png,1,hsbwhlolsn,280,1
birmbtezni,110_0.png,1,fzvpbrzssi,110,2
nrnklcxdzq,60_0.png,0,nrnklcxdzq,60,1
apvzjkvnwn,120_0.png,0,apvzjkvnwn,120,0
vhqnsjfnsl,20_0.png,1,pqdeutauqc,20,3
rrdamrrple,70_0.png,1,uprwuohbwx,70,2
hhddxuhorq,180_0.png,1,gvasarkpfh,180,0
romzqwhhlb,20_0.png,1,syxobtuucp,20,0
onknhowfqb,110_0.png,1,exxqlfpnbz,110,2
yugbeaqhlf,200_0.png,1,fsaronfupy,200,3
aimzesksew,220_0.png,1,exseruhiuk,220,0
gnmmhlbzge,110_0.png,0,gnmmhlbzge,110,3
ljenlvwnlm,40_0.png,1,jawgcggquk,40,0
ogrzmxwtom,250_0.png,1,dpevefkefv,250,1
dolynaukae,210_0.png,1,gnmmhlbzge,210,3
ngvcqxjhyb,220_0.png,0,ngvcqxjhyb,220,2
opsjddoxui,230_0.png,1,qarqtkvgby,230,3
qodykiwotk,210_0.png,1,prmwoaeeng,210,2
arwyjgnvlp,270_0.png,1,knxltsvzyu,270,0
nsifmpyfnq,250_0.png,1,psjfwjzrrh,250,1
jgzwhkcrcc,180_0.png,1,jytrvwlewz,180,1
brihlutndc,40_0.png,1,qarqtkvgby,40,3
zbvlctwcqr,220_0.png,1,wfzjxzhdkj,220,1
nxzpmygaut,160_0.png,1,psjfwjzrrh,160,1
yckyxxeqtd,60_0.png,1,gnmmhlbzge,60,3
gujnhuvarb,160_0.png,1,nweufafotd,160,3
culaevxduf,120_0.png,1,srfefmyjvt,120,0
dsvopuhqiz,110_0.png,1,gnmmhlbzge,110,3
sufvvwmbha,90_0.png,1,fnslimfagb,90,3
rtpbawlmxr,180_0.png,1,hsbwhlolsn,180,1
tkcuhfhdzs,50_0.png,1,dxfdovivlw,50,3
opsjddoxui,0_0.png,1,qarqtkvgby,0,3
zpbggelffo,130_0.png,1,eppyqpgewp,130,2
wmoigsbnem,230_0.png,1,nweufafotd,230,3
zhkqxjalrq,50_0.png,1,syxobtuucp,50,0
wrzuyvgcog,50_0.png,1,srfefmyjvt,50,0
ktrleojxlf,40_0.png,1,kqlvggiqee,40,3
tvhjcfnqtg,290_0.png,1,fdpisghkmd,290,1
dtwzjhoizi,100_0.png,1,gnmmhlbzge,100,3
ybbrkacebd,160_0.png,0,ybbrkacebd,160,1
vzockawbyi,270_0.png,1,vpmyeepbep,270,2
wrzuyvgcog,120_0.png,1,srfefmyjvt,120,0
aymlynzeni,90_0.png,1,doniqevxeg,90,3
mlruidevki,280_0.png,1,uprwuohbwx,280,2
fopjiyxiqd,120_0.png,0,fopjiyxiqd,120,3
hzmppzxsuy,10_0.png,1,xmkwsnuzyq,10,2
cqtxrekabh,20_0.png,1,fnslimfagb,20,3
wpnukldybg,230_0.png,1,jytrvwlewz,230,1
rrdamrrple,270_0.png,1,uprwuohbwx,270,2
gnxgiwcknq,170_0.png,1,qarqtkvgby,170,3
cvycgtwfsi,70_0.png,1,gnmmhlbzge,70,3
fbxpssbrqp,80_0.png,1,lsmnqsnqld,80,2
zxyvcnkeiz,60_0.png,1,pqdeutauqc,60,3
cwqycdjevy,120_0.png,1,uprwuohbwx,120,2
crwzrpozbv,180_0.png,1,jawgcggquk,180,0
roqbnlondz,40_0.png,1,fzvpbrzssi,40,2
sfbnrbvbpn,260_0.png,1,wynotylpnm,260,2
xmkwsnuzyq,170_0.png,0,xmkwsnuzyq,170,2
xjidmljhxe,150_0.png,1,exseruhiuk,150,0
yotgejovqt,290_0.png,1,uprwuohbwx,290,2
viuioldtnu,110_0.png,1,exxqlfpnbz,110,2
prhmixykhr,180_0.png,1,vpmyeepbep,180,2
uklvqsnxgv,130_0.png,1,onbgbghesu,130,2
asdzplbhnm,90_0.png,1,dxfdovivlw,90,3
aeqpxjlbwu,180_0.png,1,qarqtkvgby,180,3
erbfxwbqic,80_0.png,1,fopjiyxiqd,80,3
fsaronfupy,90_0.png,0,fsaronfupy,90,3
cvmcvcqpgn,170_0.png,1,vpmyeepbep,170,2
aylqthgnhe,230_0.png,1,qarqtkvgby,230,3
mcllgspbtl,200_0.png,1,nrnklcxdzq,200,1
upmgtackuf,130_0.png,0,upmgtackuf,130,1
pilxtozlrg,180_0.png,1,jytrvwlewz,180,1
idczhqbbqz,260_0.png,1,prmwoaeeng,260,2
jbxviammiv,140_0.png,1,fopjiyxiqd,140,3
mpuugiqewv,100_0.png,1,wynotylpnm,100,2
uwzlafwdra,160_0.png,1,vtunvalyji,160,2
pyujkxwaks,180_0.png,1,upmgtackuf,180,1
cemftmsxis,110_0.png,1,jawgcggquk,110,0
vmbkxmjsar,180_0.png,1,xmkwsnuzyq,180,2
wdcrhqtjhf,90_0.png,1,nweufafotd,90,3
ernfzaruwz,290_0.png,1,exseruhiuk,290,0
vqwkmjorkj,70_0.png,1,fopjiyxiqd,70,3
yljecirelf,70_0.png,0,yljecirelf,70,0
txxungvxms,250_0.png,1,lzbmwwejxb,250,3
